w_hedge, r_hedge, skewness, kurtosis, sharpe
-0.000271, 0.002217, -1.231983, 2.685271, -5.864071
0.000131, -0.021818, -1.343017, 3.311532, -5.726334
0.001072, 0.015457, -1.410806, 4.329932, -5.671379
0.001045, 0.025525, -1.411500, 4.389852, -5.741281
0.001058, 0.022120, -1.413576, 4.447993, -5.803451
0.001088, 0.035555, -1.435539, 4.623994, -5.953320
0.001173, -0.003503, -1.468485, 4.841952, -6.123779
0.001327, 0.017319, -1.638754, 5.403642, -6.501233
0.001330, 0.023065, -1.658803, 5.571416, -6.641828
0.001320, -0.003255, -1.891711, 6.279608, -7.086770
0.001080, 0.023968, -2.192848, 7.127693, -7.588849
0.001285, -0.003057, -2.542065, 8.096523, -8.133300
0.001316, 0.018376, -2.548659, 8.104732, -8.090047
0.001266, 0.015766, -2.550150, 8.100971, -8.068888
0.001243, 0.013243, -2.551320, 8.096227, -8.048485
0.001280, 0.013562, -2.552135, 8.094456, -8.037504
0.001297, 0.048322, -2.551788, 8.089796, -8.030485
0.001304, -0.057681, -2.552874, 8.125851, -8.100777
